Student_ID,Full_Name,CGPA,Soft_Skills_Score,Technical_Skills,Leadership_Score,Experience_Years,No_of_Internships,Projects,Live_Backlogs,No_of_Certifications,Programming_Language,Gender,Branch,Year_of_Passing,Placement_Status,Company_Name
S1552,Jane Miller,9.260907501592701,1.9989828891218335,5.717543155943975,5.70212044654338,0.7870613117733987,0,0,0,1,C#,Male,EEE,2021,Not Placed,None
S1553,Emma Jones,7.759534193872428,8.274116890083,8.216558758097808,6.003746107095051,0.5333755278894965,2,1,2,0,C#,Male,ME,2023,Not Placed,None
S1554,Alex Wilson,7.804689857676932,9.529192233680236,4.881986165860621,4.331608285927107,1.5750704144028902,2,1,3,0,Python,Male,ECE,2020,Not Placed,None
S1555,John Miller,9.383268013291726,1.6508482773214475,7.9477310704553235,4.0439699910967235,0.665349363081849,2,7,2,0,C#,Female,CS,2020,Placed,Oracle
S1556,Lisa Brown,7.017414331061985,9.596036865625313,6.807652403551033,5.552053255221468,2.1840694501928866,4,0,2,4,JavaScript,Male,EEE,2022,Placed,Oracle
S1557,Lisa Miller,5.670076142253204,5.703189394030707,4.875844481549053,6.54349627970648,0.50215382470777,1,3,1,3,C++,Female,CS,2021,Not Placed,None
S1558,Lisa Smith,5.143913381566695,3.696091101584865,5.667446246388158,5.3256656270621825,1.51816957870827,4,4,3,1,Java,Female,CS,2020,Not Placed,None
S1559,John Brown,8.775686278368095,1.6917586774854716,4.056283176235899,3.300559331385396,1.8919071444380404,3,2,3,0,C#,Female,ME,2022,Not Placed,None
S1560,Emma Miller,8.101547756767324,5.50561841263376,5.514256170683504,4.460008037236386,1.4313470362146323,0,0,3,3,Java,Male,EEE,2023,Not Placed,None
S1561,Lisa Davis,8.520398840496117,8.150639900416738,6.356263384430875,5.398291565585457,0.5571509259700985,0,4,0,3,Python,Female,IT,2020,Placed,Amazon
S1562,Alex Johnson,6.064820807544553,7.363778295400284,8.360367090092032,6.034387422926469,1.7441003302984037,2,6,1,3,C++,Male,CS,2023,Placed,Facebook
S1563,Emma Williams,5.681857377933849,1.4520341031757638,2.942690382278883,5.13773985183024,0.7861883982137581,2,4,3,1,C#,Female,EEE,2023,Not Placed,None
S1564,Sarah Jones,5.07272332833941,1.6561165183111317,8.917412611271857,5.39193127464392,1.7107696553037366,2,7,0,3,Java,Male,CS,2022,Placed,Amazon
S1565,David Brown,6.752937794032984,4.625859543693734,5.692748140385034,6.865540826867008,1.2362410888843764,1,5,0,0,C#,Male,ME,2021,Placed,Oracle
S1566,John Brown,7.949588434273165,3.6576144464314897,9.096967836788483,6.640092915585214,1.0391152608185528,3,1,0,0,Python,Female,ME,2023,Placed,Oracle
S1567,Sarah Johnson,6.9612202254986615,3.0914589075044305,8.546305393870236,6.020127499208787,1.2037559405271174,3,7,1,2,Java,Female,IT,2020,Placed,Microsoft
S1568,Lisa Brown,7.1873746101186455,3.5290404901784225,9.277461577175657,3.942375120501385,0.9476563328955541,3,2,0,4,Java,Female,ME,2021,Placed,IBM
S1569,Sarah Smith,9.520793472468743,8.23134468967196,7.728804261340203,7.435706178529763,1.32445051659647,3,0,1,3,C++,Male,EEE,2021,Placed,Oracle
S1570,Emma Williams,6.741277335116502,9.363052482686685,8.477568632686737,7.651750640426643,0.8054729616849161,2,7,2,4,C++,Male,ME,2022,Placed,Facebook
S1571,Sarah Davis,7.569947445799054,4.645924250748098,5.14182421972672,2.9748594715522594,0.9659969304457103,0,1,0,4,Java,Male,IT,2020,Not Placed,None
S1572,David Johnson,8.918265063705714,9.154999019192473,5.611441575404908,5.373200397648116,1.9917576563308381,2,5,3,4,C++,Female,ECE,2020,Placed,Apple
S1573,Emma Davis,6.982713911606351,3.8934613112309377,8.148164102345891,5.198950841458128,0.7680137446263962,3,7,0,4,Java,Male,CS,2022,Placed,Google
S1574,Sarah Williams,8.110433501139367,5.287932877094125,5.266990715693335,6.408554974943346,1.311379719930948,2,5,2,4,JavaScript,Female,CS,2022,Placed,Oracle
S1575,Lisa Smith,9.311818543733725,3.0342609803439977,9.97720830835939,6.908588053159065,1.6104998963235146,3,7,2,0,C#,Male,EEE,2021,Placed,Microsoft
S1576,Mike Miller,9.747603118288211,6.7642843795825955,7.160916098746392,5.026362347950024,2.3713131845212176,4,1,0,1,JavaScript,Male,IT,2023,Placed,IBM
S1577,Emma Williams,5.7353674046451895,9.81083003657328,5.7384159455056345,6.063474714407894,0.7590080021504063,0,3,2,3,JavaScript,Male,IT,2023,Not Placed,None
S1578,Alex Brown,9.632938125807472,6.431437864390408,9.297060743214438,5.050612159508001,1.8155521294673762,4,4,1,3,C#,Female,IT,2023,Placed,Google
S1579,Emma Jones,7.460581465397691,4.22032675702194,5.848962634919719,5.91741854790803,0.9574792019925829,1,0,1,0,Java,Female,CS,2023,Not Placed,None
S1580,David Smith,6.291221941494792,6.830357013914755,7.461230934920725,5.0447831490869435,0.9033564568422221,2,0,0,0,Java,Female,ME,2020,Placed,Amazon
S1581,Emma Miller,7.295678781191306,2.106286106188488,3.2202451399596295,3.3506201037655057,0.3340436998733705,1,0,1,4,C++,Male,CS,2020,Not Placed,None
S1582,Sarah Brown,9.900162876427386,8.997931722388588,7.950456628622522,4.307622475595656,1.1129865233147542,2,1,1,1,Python,Male,CS,2022,Placed,IBM
S1583,Emma Wilson,7.463090469964348,5.527755557018527,6.08789333819655,3.938912132736972,1.0788872068610178,4,6,3,3,Java,Male,CS,2022,Placed,Amazon
S1584,Lisa Smith,6.6437580514375405,5.0441476783567785,9.435856662175159,6.419172731979303,1.5757387041988766,3,3,0,2,C#,Male,ME,2023,Placed,Amazon
S1585,Alex Davis,8.167004271583629,6.272783096081673,7.92255468105826,5.472706896124226,1.2109404648634396,3,2,2,0,Python,Female,ECE,2022,Placed,Apple
S1586,Emma Brown,6.200728093890966,6.623054765104622,9.73672279800078,4.087139165106759,1.3004036022881418,2,5,0,2,C#,Male,EEE,2020,Placed,Amazon
S1587,Emma Miller,5.37931664054332,1.6459822560386173,3.6858674810383345,2.892681101477139,0.95144544659278,3,1,1,3,C#,Male,ECE,2023,Not Placed,None
S1588,Jane Wilson,5.644398609553246,7.143554991010622,5.886610836444565,3.3900923040596718,2.3989449486090395,4,6,3,0,C#,Female,ECE,2023,Placed,Oracle
S1589,John Williams,5.640229194788862,3.177385122839766,5.393300774291133,6.35564002219255,2.0917818653249025,3,2,0,3,Python,Female,CS,2020,Placed,Google
S1590,Jane Brown,5.759513467561471,7.4255736925593085,6.3163991887603235,7.30734659969248,1.2849947638034267,4,5,0,0,JavaScript,Female,ECE,2021,Placed,Microsoft
S1591,Emma Smith,5.694135863247051,8.40281314945777,5.616255563064371,3.2790580694430416,0.7651664249410148,1,5,1,3,C#,Male,CS,2023,Placed,Oracle
S1592,Sarah Miller,8.204373724016072,8.235626567972684,8.823206502702707,6.314161950724364,1.9202391577779694,4,3,1,2,C++,Female,CS,2022,Placed,Apple
S1593,David Jones,5.909400421995724,5.972508706671002,4.9622949707537085,3.0200394618096986,0.1435293109588594,0,4,0,1,Java,Male,EEE,2021,Not Placed,None
S1594,Lisa Jones,6.728336416619316,5.68152903079676,5.292993503584446,6.130904717060653,0.5318517316742262,0,0,1,0,Java,Female,IT,2020,Not Placed,None
S1595,Emma Davis,9.483942049530059,2.2858836520547055,8.560831187551326,7.123059430191116,0.37666843022850915,0,7,1,2,Java,Male,CS,2021,Placed,Microsoft
S1596,Emma Smith,7.3698082013143615,7.978115353628221,8.01959749109445,6.390602735111342,1.873275093075045,2,2,1,3,Python,Male,ECE,2021,Placed,Amazon
S1597,Sarah Davis,8.337788692605136,3.4426844240204293,5.588432757035109,6.738226360513753,1.778765954433808,2,1,1,2,C++,Male,EEE,2023,Not Placed,None
S1598,Lisa Johnson,5.861599356008149,5.470258805361519,5.368791467990792,6.146964413665548,1.3697491119002958,2,2,1,0,C++,Male,ECE,2021,Not Placed,None
S1599,Mike Davis,5.961445094043354,3.5584668363476504,5.950121937806305,6.3529928259018,1.7805195053073612,4,4,3,2,C++,Male,IT,2022,Not Placed,None
S1600,Jane Smith,5.204343081332395,2.2044552669972384,3.821252288207533,4.641538954713421,1.8960886918180957,2,0,1,3,C++,Male,ME,2023,Not Placed,None
S1601,Mike Davis,5.844675315360822,6.666019272025629,5.635123506257328,3.3035914250261547,1.648641674468223,1,2,2,4,C++,Female,IT,2020,Not Placed,None
S1602,Alex Johnson,6.392951695159793,1.4889883134061344,5.0217571741236045,3.2820144481194466,1.4539951880274906,0,4,0,1,JavaScript,Male,EEE,2022,Not Placed,None
S1603,John Smith,5.885052421383734,7.7378071071358,7.722050485444736,4.088904107778644,1.1880683261622815,4,1,3,1,C++,Male,IT,2023,Not Placed,None
S1604,John Miller,5.443512668785278,3.85828115735005,4.69840818493511,3.8244301945726145,0.24083671614475533,0,3,3,4,C++,Male,IT,2021,Not Placed,None
S1605,Mike Wilson,5.603179355503004,1.001212237040368,6.756698569558824,3.47032274321086,1.51510504801983,2,6,1,0,Python,Male,EEE,2022,Not Placed,None
S1606,Emma Williams,7.303893840163629,5.6001622531350685,7.768749794586736,5.182530935282893,1.8121517149147675,4,5,0,2,Python,Female,EEE,2023,Placed,Facebook
S1607,Mike Brown,6.0316685920289625,1.4216671767484281,4.041279816321361,4.229140491198766,0.777698857339854,3,1,2,2,C++,Male,ECE,2023,Not Placed,None
S1608,Lisa Wilson,6.8213493052403775,3.4855260203880953,6.312654337922454,2.9987072867652396,0.34296255398427905,1,0,1,4,JavaScript,Male,CS,2020,Not Placed,None
S1609,Sarah Miller,7.5170863542742845,7.362788387101445,7.981245531229929,6.456649379828552,1.8321205733882078,2,5,0,4,C++,Female,ME,2023,Placed,IBM
S1610,Jane Williams,8.451974143146828,1.5642065945967927,5.97938099612222,7.446795768256054,1.8033061933090795,2,6,1,3,C++,Male,ME,2020,Placed,Apple
S1611,John Brown,5.196560699205495,8.554046431204021,4.387448765446117,5.7471290192678754,0.7859063829940678,1,1,1,3,C++,Female,ME,2021,Not Placed,None
S1612,Alex Johnson,8.997051994545213,1.034379303927248,5.397379383556011,6.094591834482543,1.586575925395802,1,7,1,1,C#,Male,IT,2023,Placed,Amazon
S1613,Emma Williams,8.139501947454539,3.2214148228171204,8.16764427332941,5.72875844842965,1.6405126115968527,3,1,1,0,JavaScript,Male,EEE,2023,Placed,Apple
S1614,David Miller,5.4087951597443595,7.668136505368643,4.648274955687183,4.644410980304155,1.708858470528353,2,1,1,0,Java,Female,EEE,2021,Not Placed,None
S1615,John Miller,9.367893120533886,3.846431347563761,8.08788497988333,4.600784114618433,1.1411466067403215,2,7,1,4,C++,Female,EEE,2023,Placed,Facebook
S1616,Mike Jones,9.604362002659066,1.9170314925941216,5.1822964294368195,6.182658177582185,0.1700974910173631,0,1,1,1,Java,Female,CS,2023,Not Placed,None
S1617,Lisa Johnson,5.305389799274319,4.242105269203851,7.273886496992148,4.221935415598308,1.6505905939690244,4,5,2,1,JavaScript,Male,EEE,2022,Placed,Google
S1618,John Wilson,6.384388240736019,3.4335395774607296,7.180604520955708,2.619269617405057,1.685949696995347,4,0,3,3,C++,Female,EEE,2020,Not Placed,None
S1619,Emma Davis,9.031006398965307,8.584407119444993,8.510328475803728,6.440984069301592,0.8264162907609045,0,6,2,2,Java,Female,IT,2023,Placed,Oracle
S1620,Sarah Johnson,8.741298451918292,3.8201312582662883,8.17205882243337,4.816655216503687,1.158374069356642,4,4,1,0,Java,Male,ECE,2023,Placed,Google
S1621,John Miller,5.922605096781886,8.100392245984064,4.029940624103677,4.336527307808681,1.737102794574417,1,2,1,1,JavaScript,Male,ME,2020,Not Placed,None
S1622,Mike Johnson,6.046746616683551,9.026849303296613,7.76343530614791,3.9675560400803747,1.3662052312103596,4,7,2,3,C++,Male,IT,2022,Placed,IBM
S1623,David Jones,6.85236051395691,4.904356776188766,7.419042411000895,3.7362879243021805,1.2978286053056394,4,3,2,3,C#,Female,IT,2020,Placed,Google
S1624,John Davis,7.422614925955107,9.189488294689529,6.305289895037998,3.3390091378550544,0.7902043782839048,0,7,3,3,JavaScript,Male,IT,2023,Not Placed,None
S1625,Sarah Williams,8.09127385765148,4.395862485668736,8.038200207458853,3.624337906974506,1.5558122690923328,3,6,2,2,C#,Female,ME,2021,Placed,Oracle
S1626,John Jones,6.8445681978488615,9.676705748410974,5.4039931160316375,6.08661400474203,1.6597311067498663,4,2,3,1,C++,Female,IT,2021,Placed,Oracle
S1627,Emma Williams,7.31267358066574,1.8036057207301563,7.339202813106588,6.7226568739848345,2.157838219487882,4,2,1,4,Java,Female,ECE,2022,Placed,Facebook
S1628,David Jones,8.737354690668782,7.183173398529185,7.402735229145985,5.9804211691461155,1.524981601092904,3,3,0,4,JavaScript,Female,EEE,2022,Placed,Microsoft
S1629,David Miller,5.183416014452989,5.444326364112358,7.458185959621569,6.673611674285777,0.9145431827174761,0,6,0,3,JavaScript,Male,ECE,2023,Not Placed,None
S1630,John Miller,6.262184721720104,4.488839249100824,6.8345057639293305,4.465441775675114,1.8356195781116784,3,5,0,3,JavaScript,Male,EEE,2022,Placed,Facebook
S1631,Sarah Johnson,8.566747929422762,6.694406908737408,7.131645862616453,4.112454663775522,0.03753765234579992,0,0,0,2,Python,Female,EEE,2023,Not Placed,None
S1632,Sarah Miller,9.476034188435996,7.334713824708981,4.839013467639244,3.7555778889913594,1.1059662738175673,1,3,1,3,C++,Female,IT,2021,Placed,Facebook
S1633,Lisa Davis,7.5583872105783305,1.0392694268527818,4.595241430332663,4.704935951368965,1.326291706842554,0,0,0,1,Python,Male,IT,2022,Not Placed,None
S1634,John Miller,7.660567426326578,2.5025777987247886,6.624874983595721,4.234550429798083,0.27608311438815086,1,5,2,3,JavaScript,Male,ME,2023,Not Placed,None
S1635,Lisa Jones,5.53586005669888,7.417414455708868,4.221494700731878,4.94763592156364,0.8577731557014416,1,2,2,3,JavaScript,Female,CS,2020,Not Placed,None
S1636,Alex Williams,7.237061834117274,6.997468722203858,7.361131747966233,5.978999603260533,1.389341175308745,0,0,0,1,C#,Female,ECE,2022,Not Placed,None
S1637,Mike Williams,7.663086332275116,9.694427546158096,7.926527922373129,5.823175524273854,1.0297316034238067,2,5,2,0,Python,Female,ME,2023,Placed,Amazon
S1638,Alex Jones,6.212352518173648,7.849340112257047,5.214869068782388,4.6186122808757295,0.6880932363003613,0,5,3,4,Java,Female,ME,2023,Not Placed,None
S1639,Jane Johnson,6.346216154746905,9.556954369582042,7.504705049932868,8.092210918532842,2.4723120895664694,4,4,1,3,C++,Female,ECE,2020,Placed,Google
S1640,Emma Williams,6.886420815523113,7.322864513813263,8.323348384438123,5.3784873730667275,1.2989857884258607,4,3,0,1,Java,Male,ECE,2021,Placed,Apple
S1641,John Davis,5.100355988888632,3.6824698777549885,6.96462984090226,4.47658646541649,0.5978827836875089,2,4,0,4,Java,Female,EEE,2020,Not Placed,None
S1642,David Davis,6.610395827915891,1.9482843002577082,6.14871037459314,5.931309416427099,1.5391338862919566,1,7,1,2,C++,Male,CS,2023,Not Placed,None
S1643,Lisa Johnson,6.057240034982723,8.03641477010442,6.823642524485528,5.23914518096987,1.8026980118185527,2,2,2,0,JavaScript,Female,IT,2020,Not Placed,None
S1644,Lisa Jones,6.637486760889573,6.797342993283243,7.411621920196649,4.403389146188299,1.7081167520200198,4,3,1,3,C#,Male,CS,2020,Placed,Oracle
S1645,Lisa Smith,5.598810659096256,1.433674111539666,4.004224997758691,3.813910194996927,1.2713107617159294,2,2,1,0,JavaScript,Female,CS,2023,Not Placed,None
S1646,Alex Jones,9.452636403699476,4.240454193108805,4.55481904755271,4.5378441996537155,1.253709554426754,0,4,2,3,JavaScript,Male,IT,2021,Not Placed,None
S1647,Lisa Johnson,7.967962267770243,9.611198339358575,5.911023173523078,5.752820654438904,1.6078392471736926,2,6,1,3,Python,Male,CS,2020,Placed,IBM
S1648,David Smith,8.395511595722448,5.503610311391811,5.259169658506198,3.430274099006791,0.647723503325516,1,5,2,3,Java,Female,ME,2020,Not Placed,None
S1649,John Johnson,8.945856193036692,4.894562224177342,6.493227847029638,6.299371953576868,0.025340032607277685,0,2,2,0,Java,Female,ME,2022,Not Placed,None
S1650,John Davis,7.492210994645286,5.119296446433646,8.57177535546064,6.7417114061800145,1.4695502438003185,3,3,1,2,Java,Male,IT,2022,Placed,Microsoft
S1651,David Johnson,5.434601440437119,2.8799445160464736,4.836531931085705,4.806993739269604,2.288368489143462,4,7,3,1,C#,Male,IT,2023,Not Placed,None
S1652,Sarah Jones,7.685532709092739,4.318364537783157,9.08041726231215,6.225724175125023,2.343752015035243,4,3,2,1,C#,Male,ECE,2023,Placed,Oracle
S1653,Mike Miller,7.934205590104396,4.328319303884589,6.679883027426281,6.987191060088417,1.934339295614231,2,2,1,2,C#,Female,ECE,2023,Placed,Apple
S1654,Alex Jones,8.727197370921651,1.4711951816872517,6.69477536831374,2.405515514208619,1.3193448564191719,0,3,2,2,C++,Male,CS,2022,Not Placed,None
S1655,Sarah Williams,7.158297731148397,7.908108656661264,7.9278225257617745,4.281290451546671,1.6200653329471475,3,7,3,3,C#,Female,CS,2023,Placed,Amazon
S1656,Alex Davis,5.637901513977819,4.7485398871349105,5.30586929756568,3.9139799213829156,0.6669083988541513,0,5,3,3,Python,Female,IT,2020,Not Placed,None
S1657,Sarah Miller,6.418879528993623,8.39961898134781,7.361742842249372,8.144950762568147,2.1622747698011486,4,6,0,1,Python,Female,CS,2020,Placed,Amazon
S1658,Jane Brown,6.815411481993175,8.653132010079059,4.904102455754404,2.7969860199357583,1.1097324515483946,0,5,2,3,JavaScript,Female,EEE,2021,Not Placed,None
S1659,David Davis,8.229586206658006,2.9079464922879223,4.443574888893769,7.368024262801525,1.5572151451221816,3,3,2,3,JavaScript,Female,ME,2023,Placed,Microsoft
S1660,Alex Williams,7.85389152334456,6.916181339531157,9.078893201101778,5.894778974818574,0.6309910588377037,2,7,1,2,JavaScript,Female,CS,2020,Placed,Apple
S1661,Emma Brown,6.780483629489231,5.250536237466836,5.6237024666703395,4.350121488261531,1.6391220201803782,1,7,2,0,JavaScript,Male,CS,2020,Not Placed,None
S1662,Mike Wilson,9.932576243964899,8.921410641293367,8.655153394780626,4.701770640552139,0.6834038062524932,0,2,0,4,Python,Male,ECE,2021,Placed,Microsoft
S1663,Lisa Williams,8.028874096784435,2.941666112588087,4.472881797129698,2.8143981890620973,0.7950006728743965,1,4,3,4,JavaScript,Female,EEE,2020,Not Placed,None
S1664,Mike Jones,6.186133958679973,7.100318802790398,7.895048686028208,6.379611840612209,1.9443510927531575,4,3,3,3,Python,Male,CS,2021,Not Placed,None
S1665,Jane Williams,5.508912363102018,6.469769100274503,5.367836291513392,7.474172584886174,1.5107569417504654,2,3,0,3,C#,Male,ME,2021,Placed,Microsoft
S1666,John Williams,5.7642956959216605,3.6577132981464953,3.816220434954615,3.9464271652704346,0.8160318755454521,2,3,2,4,C#,Female,CS,2022,Not Placed,None
S1667,Alex Johnson,6.229788641922541,2.2294081328605535,3.70725911075953,5.831714803035438,1.2554082672149343,0,3,2,2,C++,Male,IT,2020,Not Placed,None
S1668,Sarah Wilson,5.803406866297778,6.8647578442954895,6.490852756989002,6.802501461344387,0.9349056404935667,2,2,0,4,JavaScript,Female,EEE,2022,Placed,Google
S1669,Sarah Smith,5.932835120256529,7.647377123190976,5.23080841542662,4.640758677789194,0.28002588887147506,0,4,1,4,C#,Female,CS,2020,Not Placed,None
S1670,Lisa Smith,6.425475843469235,3.84064609387015,5.427390337252013,4.46497948787855,0.6095997792817461,0,4,3,4,C#,Female,EEE,2022,Not Placed,None
S1671,John Wilson,5.866867976473774,6.803493436200824,4.1752852078912195,4.481806269436461,1.345840121346198,1,0,0,3,Java,Female,CS,2021,Not Placed,None
S1672,Sarah Miller,9.483827123132127,4.556178168503529,7.281755067531125,6.265054386430191,1.9481872676597052,2,3,0,3,Java,Male,ME,2021,Placed,Apple
S1673,Jane Brown,5.401168728308211,7.41886194954356,6.33984623940983,2.0563749175771813,1.2139218965571499,0,3,2,4,Python,Male,ME,2021,Not Placed,None
S1674,John Wilson,7.622556947851273,2.792937474046478,1.9679913335854888,4.362813442543471,1.6605225665052876,1,0,3,3,C++,Female,EEE,2021,Not Placed,None
S1675,Mike Jones,7.051984134948308,9.01193502372557,9.02683576721207,3.416642139360466,0.9609087061147902,3,4,2,4,Java,Male,ECE,2020,Placed,Google
S1676,Lisa Johnson,9.911893084543031,3.5866863681902177,10.377659156229548,7.576403114891853,0.3567651982955152,1,7,0,2,C++,Female,ECE,2023,Placed,Oracle
S1677,Mike Davis,5.560194510840262,4.310073889805376,4.4460435467264166,6.429440410393481,1.0865571428600067,1,7,1,3,C#,Female,IT,2020,Not Placed,None
